Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","002","Africa","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","1851.105055","X","Figure from international organizations",""
"MK","Macro Indicators","002","Africa","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","1874.107676","X","Figure from international organizations",""
"MK","Macro Indicators","002","Africa","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","1747.515534","X","Figure from international organizations",""
"MK","Macro Indicators","002","Africa","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","1899.726817","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","48297.177033","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","49958.555805","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","51475.337878","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","52846.172984","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","54315.37803","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","55097.214292","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","55972.378586","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","58045.390815","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","60634.938727","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","62574.850056","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","61453.460155","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","68233.00578","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","48560.974818","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","50579.589901","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","52582.852167","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","53742.658804","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","55615.58972","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","56299.2629","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","56821.423458","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","59109.868037","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","61656.748313","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","63556.457837","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","62534.065423","X","Figure from international organizations",""
"MK","Macro Indicators","021","Northern America","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","69016.493665","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","8062.57189","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","8860.731354","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","8994.378156","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","9398.59103","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","9580.813718","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","8653.818948","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","8024.817016","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","8474.523568","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","8808.819376","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","9059.340613","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","7834.205837","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","9037.7069","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","7938.430834","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","8694.889585","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","8775.656323","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","9103.538457","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","9311.755175","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","8397.281764","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","7779.538472","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","8221.877136","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","8536.824305","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","8771.280991","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","7570.738116","X","Figure from international organizations",""
"MK","Macro Indicators","013","Central America","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","8759.546802","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","9791.163909","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","11125.387364","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","11146.437961","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","11244.741443","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","10942.000079","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","9089.867734","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","8639.970662","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","9527.397942","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","8856.282891","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","8333.15791","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","6790.894636","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","7760.486407","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","9458.887625","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","10743.897858","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","10818.356958","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","10997.665292","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","10693.858722","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","8895.104068","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","8445.463069","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","9284.666168","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","8518.035667","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","8013.844836","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","6599.351425","X","Figure from international organizations",""
"MK","Macro Indicators","005","South America","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","7474.150761","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","4930.517785","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","5661.170081","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","5933.496927","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","5963.136424","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","6093.473142","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","5958.6206","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","6140.362509","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","6515.62931","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","6944.484064","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","7026.853696","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","6887.028476","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","7862.698239","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","4935.849783","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","5659.812488","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","5938.268216","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","5956.668377","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","6112.261914","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","5971.272889","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","6151.52907","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","6532.858563","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","6946.847007","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","7042.138962","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","6887.819168","X","Figure from international organizations",""
"MK","Macro Indicators","142","Asia","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","7860.579296","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","27033.696023","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","29862.465236","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","28577.05949","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","29715.344437","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","30136.583126","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","25856.281071","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","25791.055336","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","27430.590819","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","29542.647934","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","29134.252053","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","28206.017036","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","32265.653868","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","27026.009085","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","29823.00165","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","28522.388503","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","29654.525452","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","30058.515119","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","25730.54813","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","25694.653208","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","27368.232558","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","29510.908873","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","29116.687971","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","28062.126382","X","Figure from international organizations",""
"MK","Macro Indicators","150","Europe","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","32370.254251","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","40324.919437","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","46980.992812","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","47598.974633","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","45952.661765","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","43495.189975","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","36630.825877","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","37769.329272","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","40175.876992","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","40709.33642","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","38232.881453","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","38916.084574","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","46549.407542","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","38677.206774","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","45470.100586","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","46334.510314","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","44673.957982","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","42520.676287","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","35737.600857","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","36735.908262","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","38901.841188","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","39352.719445","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","37365.821913","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","38462.318429","X","Figure from international organizations",""
"MK","Macro Indicators","009","Oceania","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","44930.583251","X","Figure from international organizations",""
