Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","654.70484","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","701.250123","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","687.537464","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","651.915127","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","616.066187","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","531.408032","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","541.047527","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","519.32256","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","521.063857","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","517.559435","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","381.255006","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","4093.8259","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","4444.126505","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","4259.667181","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","4425.430822","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","4586.606188","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","3950.390255","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","4117.00697","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","4521.752217","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","5268.116608","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","5359.239078","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","5288.989573","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","6281.046775","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","4052.927488","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","4445.277511","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","4227.938887","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","4501.746126","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","4628.656201","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","3997.21209","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","4183.869322","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","4532.791977","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","5261.707178","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","5289.094977","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","5201.15998","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","6193.132244","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","4495.921455","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","5473.446129","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","5610.733341","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","5519.777576","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","5516.229431","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","4197.417286","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","3967.200546","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","4134.936055","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","4171.795392","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","4021.983602","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","3354.157303","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","3700.320562","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","4493.635433","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","5425.769085","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","5552.260504","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","5420.920093","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","5400.612468","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","4100.199985","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","3938.212333","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","4081.775086","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","4072.86451","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","3930.661726","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","3292.009208","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","3618.268513","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","48190.908728","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","51360.922656","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","44904.881276","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","44735.004774","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","45619.782548","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","38869.870777","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","39904.138181","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","40632.206416","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","42904.822583","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","41328.634079","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","37207.175636","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","42065.970756","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","48190.908728","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","51360.922656","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","44904.881276","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","44735.004774","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","45619.782548","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","38869.870777","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","39904.138181","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","40632.206416","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","42904.822583","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","41328.634079","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","37207.175636","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","42065.970756","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","3586.663902","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","4608.155096","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","5083.826781","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","5228.511165","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","5371.216648","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","4130.93008","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","3468.520268","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","4042.681382","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","3240.862207","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","2569.629757","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","1639.951023","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","2026.030952","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","3234.342143","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","4207.925437","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","4669.788812","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","4848.848259","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","5031.944342","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","4004.517528","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","3289.136061","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","3791.443851","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","2976.165029","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","2402.349822","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","1561.71057","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","1930.786633","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","20325.822002","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","21781.727951","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","20818.37805","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","20569.480211","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","22047.422883","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","22756.280768","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","21619.849507","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","18718.318718","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","21240.732202","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","24495.015171","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","16582.659014","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","19106.060927","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","20530.497014","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","21756.674579","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","20657.209849","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","20261.077291","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","21405.37441","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","22349.827245","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","22310.262482","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","17882.386083","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","20773.056086","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","22067.849974","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","14939.514372","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","17212.877124","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","13404.516016","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","13117.146941","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","13686.476585","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","13350.149137","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","14004.811212","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","14861.882707","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","15862.651663","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","16110.3124","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","17514.355864","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","18187.779712","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","15303.278112","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","16740.348196","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","13038.258604","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","12663.79542","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","13109.265448","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","13004.191818","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","13608.286769","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","14520.108334","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","15464.258838","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","15667.273785","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","17005.259141","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","17622.085524","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","14790.455225","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","16179.368151","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","10376.792178","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","12768.514643","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","13859.311731","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","14469.00385","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","13241.393385","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","14908.621297","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","12767.455354","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","14609.78337","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","11816.649537","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","10006.693111","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","8565.153126","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","10775.999836","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2010","2010","USD","10023.206688","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2011","2011","USD","12403.55042","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2012","2012","USD","13531.633336","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2013","2013","USD","14158.68428","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2014","2014","USD","12969.998176","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2015","2015","USD","14629.52873","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2016","2016","USD","12486.228559","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2017","2017","USD","14236.884207","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2018","2018","USD","11395.025323","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2019","2019","USD","9613.628248","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2020","2020","USD","8338.566829","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2021","2021","USD","10544.294123","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","3351.797591","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","3692.682224","X","Figure from international organizations",""
